time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0.0,0.9768685698509216,6.719676494598389,5.606441497802734,-0.8558776378631592,0.6832094788551331,-1.7298749685287476,11.699996948242188,-25.65496826171875,-36.40071105957031
0.010040283000080308,1.193617820739746,6.870562553405762,5.306614875793457,-0.4988180696964264,-0.542517900466919,-1.6062361001968384,11.699996948242188,-25.65496826171875,-36.40071105957031
0.020019530999888957,1.4681469202041626,7.292535305023193,5.434598922729492,-0.3869040310382843,-0.2590017318725586,-0.41674768924713135,11.699996948242188,-25.65496826171875,-36.40071105957031
0.02999877899992498,1.5238311290740967,7.112010478973389,5.874833106994629,-0.44019657373428345,-0.16200967133045197,-0.1279022991657257,11.5,-25.060638427734375,-36.69270324707031
0.039978026999961,1.941462755203247,5.327571392059326,6.136040210723877,-0.47110599279403687,-0.15135090053081512,-0.15028510987758636,11.5,-25.060638427734375,-36.69270324707031
0.049987792999900194,2.1692888736724854,4.849615097045898,6.754404067993164,-0.5084105134010315,-0.21210427582263947,-0.3346773087978363,11.5,-25.060638427734375,-36.69270324707031
0.059967040999936216,1.6938775777816772,4.6298723220825195,8.184829711914062,-0.4988180696964264,-0.42420855164527893,-0.5894150733947754,11.0,-24.169158935546875,-37.082000732421875
0.06994628899997224,1.6461268663406372,4.067192077636719,7.969128131866455,-0.4156818985939026,-0.8846555352210999,-0.9294213652610779,11.0,-24.169158935546875,-37.082000732421875
0.07995605499991143,1.398841142654419,4.709805965423584,7.690407752990723,-0.31655770540237427,-1.306732416152954,-1.2385179996490479,11.0,-24.169158935546875,-37.082000732421875
0.08993530199995803,1.3078303337097168,5.775888919830322,7.290589332580566,-0.2558043599128723,-1.503914713859558,-1.3877370357513428,10.600006103515625,-23.871994018554688,-37.082000732421875
0.09994506799989722,1.406774640083313,6.790628910064697,6.831344127655029,-0.15774595737457275,-1.5252314805984497,-1.3685518503189087,10.600006103515625,-23.871994018554688,-37.082000732421875
0.10995483400006378,1.4456936120986938,7.295379161834717,6.380182266235352,0.0010657970560714602,-1.4666099548339844,-1.1958839893341064,10.0,-23.5748291015625,-37.76332092285156
0.11990356399996926,1.0756630897521973,7.3745646476745605,5.327122211456299,0.13003337383270264,-1.3429714441299438,-0.8921166062355042,10.0,-23.5748291015625,-37.76332092285156
0.12991332999990846,0.7596702575683594,7.103029251098633,4.807702541351318,0.23874999582767487,-1.1298013925552368,-0.5894150733947754,10.0,-23.5748291015625,-37.76332092285156
0.13989257799994448,1.0397378206253052,6.178701400756836,4.181704044342041,0.36025699973106384,-0.7514247298240662,-0.4231427311897278,9.400009155273438,-24.268218994140625,-37.86064147949219
0.1498718259999805,1.0074050426483154,4.906347274780273,3.903432846069336,0.5020151734352112,-0.14175820350646973,-0.5222669243812561,9.400009155273438,-24.268218994140625,-37.86064147949219
0.1599121090000608,0.5007087588310242,3.787424087524414,4.628076076507568,0.6650901436805725,0.5638343691825867,-1.00083327293396,10.800003051757812,-24.268218994140625,-37.27667236328125
